date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
2020-02-15,-2.0,-2.0,-8.0,1.0,5,1
2020-02-16,-3.0,-3.0,-7.0,-4.0,2,2
2020-02-17,-3.0,-4.0,-7.0,-1.0,3,1
2020-02-18,-3.0,-2.0,-4.0,1.0,2,1
2020-02-19,-3.0,-4.0,-3.0,0.0,1,1
2020-02-20,-2.0,-1.0,-1.0,4.0,1,1
2020-02-21,-2.0,-3.0,-5.0,2.0,5,1
2020-02-22,0.0,0.0,-5.0,1.0,5,0
2020-02-23,-2.0,-1.0,-5.0,-4.0,3,1
2020-02-24,-2.0,-3.0,-4.0,-1.0,4,1
2020-02-25,-5.0,-2.0,-6.0,-6.0,-2,3
2020-02-26,-2.0,-1.0,-3.0,0.0,3,0
2020-02-27,0.0,2.0,-3.0,2.0,4,0
2020-02-28,1.0,3.0,-5.0,3.0,5,1
2020-02-29,2.0,6.0,-7.0,4.0,6,0
2020-03-01,1.0,5.0,-8.0,0.0,3,1
2020-03-02,5.0,12.0,0.0,3.0,5,0
2020-03-03,3.0,10.0,-2.0,2.0,5,0
2020-03-04,0.0,4.0,-5.0,-1.0,4,1
2020-03-05,4.0,8.0,-1.0,3.0,4,0
2020-03-06,2.0,4.0,-3.0,3.0,6,1
2020-03-07,3.0,6.0,-4.0,3.0,6,0
2020-03-08,1.0,4.0,-4.0,-1.0,4,1
2020-03-09,2.0,3.0,-1.0,1.0,5,1
2020-03-10,3.0,6.0,2.0,1.0,4,1
2020-03-11,3.0,5.0,2.0,1.0,4,1
2020-03-12,2.0,3.0,0.0,1.0,4,1
2020-03-13,2.0,3.0,-2.0,1.0,6,1
2020-03-14,-2.0,3.0,-6.0,-5.0,5,1
2020-03-15,-7.0,3.0,-12.0,-12.0,4,3
2020-03-16,-7.0,2.0,-8.0,-12.0,-8,5
2020-03-17,-9.0,1.0,-10.0,-16.0,-13,6
2020-03-18,-11.0,0.0,-12.0,-21.0,-16,8
2020-03-19,-16.0,-5.0,-17.0,-26.0,-17,9
2020-03-20,-19.0,-7.0,-21.0,-31.0,-18,10
2020-03-21,-23.0,-5.0,-30.0,-33.0,-11,9
2020-03-22,-32.0,-15.0,-39.0,-42.0,-7,10
2020-03-23,-27.0,-12.0,-25.0,-41.0,-27,13
2020-03-24,-29.0,-11.0,-26.0,-42.0,-31,13
2020-03-25,-38.0,-20.0,-31.0,-52.0,-59,21
2020-03-26,-34.0,-17.0,-30.0,-46.0,-34,15
2020-03-27,-36.0,-17.0,-34.0,-49.0,-33,16
2020-03-28,-42.0,-20.0,-46.0,-50.0,-23,15
2020-03-29,-47.0,-27.0,-52.0,-54.0,-15,15
2020-03-30,-36.0,-20.0,-32.0,-51.0,-34,16
2020-03-31,-35.0,-16.0,-32.0,-49.0,-35,15
2020-04-01,-31.0,-10.0,-28.0,-49.0,-35,15
2020-04-02,-33.0,-13.0,-29.0,-50.0,-35,16
2020-04-03,-35.0,-17.0,-34.0,-53.0,-34,17
2020-04-04,-40.0,-20.0,-45.0,-54.0,-25,15
2020-04-05,-43.0,-24.0,-50.0,-58.0,-17,14
2020-04-06,-34.0,-20.0,-31.0,-54.0,-34,16
2020-04-07,-33.0,-16.0,-30.0,-51.0,-35,15
2020-04-08,-34.0,-17.0,-30.0,-52.0,-36,15
2020-04-09,-31.0,-13.0,-28.0,-50.0,-35,15
2020-04-10,-43.0,-28.0,-37.0,-64.0,-60,24
2020-04-11,-43.0,-24.0,-46.0,-59.0,-30,17
2020-04-12,-46.0,-27.0,-50.0,-61.0,-17,15
2020-04-13,-33.0,-19.0,-29.0,-56.0,-35,17
2020-04-14,-34.0,-19.0,-29.0,-54.0,-36,16
2020-04-15,-35.0,-19.0,-29.0,-55.0,-36,17
2020-04-16,-34.0,-18.0,-29.0,-56.0,-36,17
2020-04-17,-38.0,-23.0,-35.0,-58.0,-35,18
2020-04-18,-43.0,-25.0,-46.0,-58.0,-24,15
2020-04-19,-45.0,-26.0,-49.0,-60.0,-14,14
2020-04-20,-34.0,-19.0,-29.0,-56.0,-34,16
2020-04-21,-35.0,-19.0,-31.0,-55.0,-36,16
2020-04-22,-34.0,-16.0,-28.0,-53.0,-36,15
2020-04-23,-32.0,-10.0,-28.0,-50.0,-37,15
2020-04-24,-49.0,-30.0,-45.0,-64.0,-43,22
2020-04-25,-50.0,-29.0,-53.0,-64.0,-30,19
2020-04-26,-53.0,-34.0,-58.0,-68.0,-18,18
2020-04-27,-43.0,-28.0,-38.0,-62.0,-36,19
2020-04-28,-43.0,-26.0,-38.0,-61.0,-38,18
2020-04-29,-42.0,-24.0,-36.0,-60.0,-37,18
2020-04-30,-40.0,-19.0,-35.0,-58.0,-36,18
2020-05-01,-44.0,-23.0,-42.0,-67.0,-59,25
2020-05-02,-46.0,-24.0,-50.0,-62.0,-28,18
2020-05-03,-48.0,-28.0,-55.0,-65.0,-14,17
2020-05-04,-38.0,-21.0,-34.0,-60.0,-35,18
2020-05-05,-39.0,-19.0,-34.0,-58.0,-36,18
2020-05-06,-38.0,-18.0,-33.0,-58.0,-36,18
2020-05-07,-44.0,-18.0,-37.0,-62.0,-58,24
2020-05-08,-44.0,-19.0,-41.0,-59.0,-35,19
2020-05-09,-48.0,-22.0,-52.0,-59.0,-26,17
2020-05-10,-48.0,-23.0,-54.0,-62.0,-12,16
2020-05-11,-39.0,-16.0,-36.0,-56.0,-34,18
2020-05-12,-38.0,-13.0,-33.0,-54.0,-35,18
2020-05-13,-37.0,-12.0,-32.0,-54.0,-34,17
2020-05-14,-36.0,-10.0,-32.0,-53.0,-34,17
2020-05-15,-36.0,-9.0,-34.0,-54.0,-32,16
2020-05-16,-37.0,-8.0,-43.0,-53.0,-22,15
2020-05-17,-40.0,-13.0,-50.0,-57.0,-8,15
2020-05-18,-33.0,-10.0,-32.0,-54.0,-33,17
2020-05-19,-29.0,1.0,-27.0,-48.0,-34,16
2020-05-20,-26.0,3.0,-24.0,-47.0,-34,16
2020-05-21,-24.0,12.0,-21.0,-47.0,-57,20
2020-05-22,-27.0,7.0,-26.0,-49.0,-46,19
2020-05-23,-35.0,6.0,-36.0,-49.0,-39,16
2020-05-24,-51.0,-30.0,-45.0,-59.0,-24,8
2020-05-25,-40.0,-17.0,-16.0,-59.0,-70,19
2020-05-26,-36.0,-12.0,-20.0,-54.0,-48,16
2020-05-27,-32.0,-8.0,-20.0,-53.0,-42,16
2020-05-28,-32.0,-8.0,-23.0,-52.0,-38,16
2020-05-29,-33.0,-11.0,-30.0,-55.0,-35,17
2020-05-30,-37.0,-11.0,-37.0,-53.0,-23,14
2020-05-31,-37.0,-13.0,-38.0,-54.0,-5,12
2020-06-01,-28.0,-7.0,-17.0,-54.0,-56,20
2020-06-02,-27.0,-4.0,-22.0,-46.0,-28,13
2020-06-03,-27.0,-4.0,-21.0,-47.0,-29,14
2020-06-04,-27.0,-5.0,-22.0,-47.0,-28,14
2020-06-05,-30.0,-9.0,-29.0,-50.0,-26,15
2020-06-06,-31.0,-8.0,-34.0,-48.0,-16,13
2020-06-07,-32.0,-10.0,-33.0,-50.0,-3,11
2020-06-08,-24.0,-6.0,-22.0,-46.0,-24,13
2020-06-09,-26.0,-7.0,-22.0,-44.0,-25,13
2020-06-10,-24.0,-4.0,-19.0,-43.0,-25,13
2020-06-11,-23.0,-5.0,-20.0,-44.0,-25,14
2020-06-12,-26.0,-9.0,-26.0,-46.0,-23,14
2020-06-13,-28.0,-8.0,-30.0,-44.0,-14,12
2020-06-14,-29.0,-10.0,-27.0,-46.0,-1,10
2020-06-15,-21.0,-6.0,-21.0,-42.0,-23,13
2020-06-16,-22.0,-5.0,-19.0,-40.0,-24,12
2020-06-17,-22.0,-5.0,-19.0,-40.0,-24,12
2020-06-18,-22.0,-7.0,-21.0,-41.0,-24,12
2020-06-19,-24.0,-10.0,-26.0,-43.0,-23,13
2020-06-20,-25.0,-7.0,-28.0,-41.0,-13,10
2020-06-21,-28.0,-11.0,-26.0,-43.0,-1,10
2020-06-22,-21.0,-8.0,-20.0,-41.0,-25,13
2020-06-23,-22.0,-7.0,-19.0,-39.0,-26,12
2020-06-24,-22.0,-7.0,-18.0,-39.0,-25,12
2020-06-25,-21.0,-4.0,-18.0,-39.0,-25,12
2020-06-26,-23.0,-7.0,-24.0,-40.0,-23,13
2020-06-27,-23.0,-5.0,-24.0,-37.0,-14,10
2020-06-28,-26.0,-8.0,-21.0,-40.0,-1,9
2020-06-29,-19.0,-5.0,-16.0,-39.0,-24,12
2020-06-30,-17.0,0.0,-16.0,-37.0,-24,11
2020-07-01,-16.0,2.0,-14.0,-36.0,-24,11
2020-07-02,-17.0,-1.0,-16.0,-36.0,-25,12
2020-07-03,-18.0,-2.0,-19.0,-37.0,-23,12
2020-07-04,-18.0,-1.0,-18.0,-34.0,-15,9
2020-07-05,-20.0,-2.0,-14.0,-35.0,-2,8
2020-07-06,-18.0,-4.0,-18.0,-37.0,-25,12
2020-07-07,-14.0,1.0,-13.0,-33.0,-25,11
2020-07-08,-16.0,-2.0,-14.0,-34.0,-24,11
2020-07-09,-16.0,-1.0,-15.0,-34.0,-24,12
2020-07-10,-18.0,-4.0,-19.0,-36.0,-22,12
2020-07-11,-19.0,-2.0,-19.0,-33.0,-12,9
2020-07-12,-20.0,-4.0,-16.0,-36.0,-1,9
2020-07-13,-16.0,-4.0,-17.0,-37.0,-22,12
2020-07-14,-18.0,-5.0,-18.0,-36.0,-23,12
2020-07-15,-17.0,-4.0,-17.0,-36.0,-22,12
2020-07-16,-17.0,-3.0,-17.0,-35.0,-22,12
2020-07-17,-19.0,-6.0,-21.0,-38.0,-21,13
2020-07-18,-19.0,-4.0,-21.0,-36.0,-11,10
2020-07-19,-21.0,-6.0,-18.0,-38.0,0,9
2020-07-20,-16.0,-4.0,-17.0,-37.0,-22,12
2020-07-21,-18.0,-6.0,-18.0,-36.0,-23,12
2020-07-22,-18.0,-6.0,-17.0,-37.0,-22,12
2020-07-23,-19.0,-5.0,-18.0,-37.0,-22,12
2020-07-24,-19.0,-6.0,-19.0,-37.0,-20,13
2020-07-25,-18.0,-2.0,-20.0,-33.0,-12,10
2020-07-26,-21.0,-5.0,-18.0,-37.0,0,10
2020-07-27,-16.0,-3.0,-15.0,-36.0,-22,12
2020-07-28,-16.0,-1.0,-15.0,-33.0,-23,12
2020-07-29,-14.0,3.0,-12.0,-30.0,-24,12
2020-07-30,-7.0,18.0,-2.0,-20.0,-26,9
2020-07-31,-29.0,-13.0,-2.0,-45.0,-62,18
2020-08-01,-22.0,-2.0,-8.0,-37.0,-26,10
2020-08-02,-20.0,-1.0,-8.0,-29.0,-5,7
2020-08-03,-13.0,2.0,-6.0,-31.0,-24,11
2020-08-04,-14.0,2.0,-9.0,-31.0,-24,11
2020-08-05,-13.0,2.0,-8.0,-32.0,-24,11
2020-08-06,-13.0,3.0,-8.0,-32.0,-24,11
2020-08-07,-15.0,-1.0,-11.0,-33.0,-21,11
2020-08-08,-15.0,1.0,-12.0,-29.0,-12,8
2020-08-09,-17.0,-2.0,-10.0,-32.0,-1,7
2020-08-10,-11.0,2.0,-6.0,-32.0,-22,10
2020-08-11,-15.0,-2.0,-12.0,-32.0,-23,11
2020-08-12,-12.0,1.0,-7.0,-32.0,-23,10
2020-08-13,-15.0,-2.0,-9.0,-33.0,-23,11
2020-08-14,-14.0,-1.0,-12.0,-31.0,-21,11
2020-08-15,-14.0,2.0,-11.0,-24.0,-12,7
2020-08-16,-15.0,0.0,0.0,-30.0,-1,7
2020-08-17,-11.0,-2.0,32.0,-37.0,-57,16
2020-08-18,-14.0,0.0,-5.0,-31.0,-22,10
2020-08-19,-11.0,4.0,0.0,-28.0,-22,9
2020-08-20,-12.0,1.0,18.0,-33.0,-53,16
2020-08-21,-15.0,-3.0,0.0,-38.0,-37,14
2020-08-22,-18.0,-5.0,-6.0,-33.0,-13,9
2020-08-23,-21.0,-7.0,-9.0,-32.0,1,8
2020-08-24,-14.0,-3.0,-8.0,-33.0,-20,11
2020-08-25,-14.0,0.0,-8.0,-32.0,-21,11
2020-08-26,-14.0,0.0,-7.0,-33.0,-21,11
2020-08-27,-13.0,2.0,-7.0,-32.0,-21,11
2020-08-28,-15.0,0.0,-12.0,-33.0,-19,11
2020-08-29,-15.0,1.0,-12.0,-30.0,-9,9
2020-08-30,-15.0,1.0,-5.0,-32.0,2,7
2020-08-31,-12.0,2.0,-7.0,-33.0,-20,11
2020-09-01,-11.0,6.0,-7.0,-31.0,-21,11
2020-09-02,-12.0,3.0,-7.0,-32.0,-22,11
2020-09-03,-13.0,2.0,-10.0,-32.0,-22,11
2020-09-04,-13.0,1.0,-11.0,-33.0,-20,12
2020-09-05,-13.0,3.0,-9.0,-30.0,-12,9
2020-09-06,-14.0,2.0,-2.0,-32.0,-1,8
2020-09-07,-11.0,2.0,-6.0,-33.0,-22,11
2020-09-08,-12.0,2.0,-6.0,-32.0,-23,11
2020-09-09,-13.0,1.0,-6.0,-33.0,-22,11
2020-09-10,-13.0,1.0,-7.0,-32.0,-22,10
2020-09-11,-14.0,-3.0,-10.0,-33.0,-21,10
2020-09-12,-14.0,-1.0,-9.0,-30.0,-12,8
2020-09-13,-17.0,-4.0,-7.0,-33.0,-2,8
2020-09-14,-16.0,-5.0,-10.0,-41.0,-22,12
2020-09-15,-17.0,-5.0,-10.0,-40.0,-23,13
2020-09-16,-15.0,-2.0,-5.0,-39.0,-23,13
2020-09-17,-16.0,-3.0,-8.0,-39.0,-23,13
2020-09-18,-19.0,-6.0,-14.0,-41.0,-21,14
2020-09-19,-19.0,-3.0,-14.0,-39.0,-12,11
2020-09-20,-24.0,-9.0,-15.0,-44.0,-3,12
2020-09-21,-19.0,-7.0,-15.0,-41.0,-23,14
2020-09-22,-22.0,-8.0,-16.0,-40.0,-25,14
2020-09-23,-23.0,-6.0,-12.0,-39.0,-25,14
2020-09-24,-23.0,-7.0,-13.0,-38.0,-25,14
2020-09-25,-24.0,-6.0,-17.0,-39.0,-24,15
2020-09-26,-24.0,-4.0,-17.0,-36.0,-14,12
2020-09-27,-26.0,-8.0,-13.0,-39.0,-6,12
2020-09-28,-21.0,-4.0,-12.0,-38.0,-24,14
2020-09-29,-22.0,-4.0,-13.0,-36.0,-25,14
2020-09-30,-20.0,2.0,-10.0,-35.0,-26,11
2020-10-01,-20.0,5.0,-11.0,-34.0,-26,9
2020-10-02,-20.0,1.0,-13.0,-36.0,-25,9
2020-10-03,-19.0,3.0,-13.0,-32.0,-18,7
2020-10-04,-20.0,1.0,-7.0,-33.0,-12,6
2020-10-05,-17.0,2.0,-9.0,-35.0,-27,8
2020-10-06,-19.0,0.0,-9.0,-34.0,-28,8
2020-10-07,-18.0,1.0,-6.0,-35.0,-26,9
2020-10-08,-18.0,0.0,-3.0,-32.0,-25,11
2020-10-09,-20.0,-4.0,-12.0,-38.0,-23,13
2020-10-10,-22.0,-4.0,-17.0,-35.0,-14,11
2020-10-11,-19.0,-1.0,-5.0,-35.0,-5,9
2020-10-12,-17.0,-1.0,-6.0,-35.0,-23,12
2020-10-13,-19.0,-2.0,-6.0,-36.0,-25,13
2020-10-14,-16.0,0.0,-5.0,-35.0,-23,12
2020-10-15,-16.0,2.0,-8.0,-32.0,-23,13
2020-10-16,-20.0,-3.0,-13.0,-35.0,-22,14
2020-10-17,-17.0,3.0,-11.0,-29.0,-13,10
2020-10-18,-19.0,-1.0,-6.0,-31.0,-5,10
2020-10-19,-20.0,-3.0,-12.0,-34.0,-23,13
2020-10-20,-19.0,-2.0,-10.0,-32.0,-24,12
2020-10-21,-20.0,-4.0,-12.0,-34.0,-24,11
2020-10-22,-17.0,1.0,-9.0,-31.0,-25,9
2020-10-23,-18.0,-1.0,-14.0,-32.0,-23,9
2020-10-24,-18.0,1.0,-13.0,-28.0,-14,6
2020-10-25,-19.0,-1.0,-9.0,-30.0,-8,6
2020-10-26,-17.0,-1.0,-11.0,-32.0,-24,8
2020-10-27,-16.0,4.0,-9.0,-25.0,-25,7
2020-10-28,-10.0,10.0,6.0,-20.0,-39,8
2020-10-29,-9.0,6.0,28.0,-25.0,-58,12
2020-10-30,-16.0,-2.0,1.0,-34.0,-42,11
2020-10-31,-23.0,-8.0,-13.0,-29.0,-21,7
2020-11-01,-18.0,0.0,-6.0,-21.0,-10,5
2020-11-02,-15.0,2.0,-12.0,-27.0,-24,7
2020-11-03,-15.0,2.0,-13.0,-28.0,-25,7
2020-11-04,-14.0,2.0,-10.0,-30.0,-25,8
2020-11-05,-16.0,0.0,-14.0,-32.0,-26,8
2020-11-06,-16.0,0.0,-13.0,-31.0,-24,8
2020-11-07,-15.0,0.0,-12.0,-27.0,-16,6
2020-11-08,-17.0,-1.0,-6.0,-28.0,-10,6
2020-11-09,-16.0,0.0,-10.0,-31.0,-25,8
2020-11-10,-16.0,0.0,-10.0,-29.0,-26,8
2020-11-11,-14.0,2.0,-9.0,-30.0,-25,8
2020-11-12,-14.0,1.0,-9.0,-30.0,-25,8
2020-11-13,-16.0,-2.0,-13.0,-30.0,-23,9
2020-11-14,-16.0,-1.0,-14.0,-27.0,-15,6
2020-11-15,-17.0,-2.0,-7.0,-28.0,-10,5
2020-11-16,-16.0,-1.0,-11.0,-31.0,-24,8
2020-11-17,-17.0,-1.0,-11.0,-31.0,-25,8
2020-11-18,-16.0,0.0,-9.0,-31.0,-25,8
2020-11-19,-17.0,-1.0,-15.0,-31.0,-25,8
2020-11-20,-17.0,-2.0,-16.0,-31.0,-23,9
2020-11-21,-17.0,-1.0,-17.0,-28.0,-16,6
2020-11-22,-19.0,-4.0,-14.0,-30.0,-11,6
2020-11-23,-19.0,-6.0,-18.0,-33.0,-25,8
2020-11-24,-19.0,-4.0,-17.0,-32.0,-26,8
2020-11-25,-16.0,1.0,-14.0,-30.0,-25,8
2020-11-26,-14.0,3.0,-13.0,-28.0,-24,8
2020-11-27,-17.0,-2.0,-17.0,-30.0,-23,8
2020-11-28,-17.0,0.0,-20.0,-26.0,-15,6
2020-11-29,-19.0,-3.0,-16.0,-28.0,-9,6
2020-11-30,-14.0,4.0,-14.0,-30.0,-24,7
2020-12-01,-14.0,7.0,-14.0,-28.0,-25,7
2020-12-02,-13.0,7.0,-12.0,-29.0,-24,7
2020-12-03,-13.0,5.0,-13.0,-30.0,-24,8
2020-12-04,-15.0,2.0,-18.0,-30.0,-23,8
2020-12-05,-17.0,1.0,-21.0,-26.0,-15,6
2020-12-06,-18.0,-2.0,-20.0,-30.0,-11,7
2020-12-07,-16.0,1.0,-16.0,-31.0,-26,8
2020-12-08,-13.0,5.0,-11.0,-28.0,-25,6
2020-12-09,-14.0,1.0,-4.0,-36.0,-56,15
2020-12-10,-14.0,6.0,-9.0,-26.0,-22,9
2020-12-11,-16.0,1.0,-14.0,-28.0,-21,12
2020-12-12,-19.0,1.0,-20.0,-24.0,-13,9
2020-12-13,-18.0,-1.0,-12.0,-24.0,-5,9
2020-12-14,-15.0,2.0,-9.0,-27.0,-22,11
2020-12-15,-15.0,3.0,-9.0,-25.0,-24,11
2020-12-16,-14.0,4.0,-7.0,-25.0,-23,11
2020-12-17,-15.0,3.0,-10.0,-23.0,-23,11
2020-12-18,-16.0,2.0,-13.0,-25.0,-21,11
2020-12-19,-15.0,5.0,-13.0,-20.0,-12,8
2020-12-20,-15.0,3.0,-6.0,-21.0,-5,8
2020-12-21,-11.0,5.0,-1.0,-24.0,-25,11
2020-12-22,-11.0,6.0,0.0,-21.0,-26,10
2020-12-23,-8.0,12.0,4.0,-16.0,-26,9
2020-12-24,-7.0,13.0,12.0,-17.0,-43,13
2020-12-25,-16.0,-1.0,10.0,-33.0,-57,18
2020-12-26,-19.0,0.0,-4.0,-28.0,-25,10
2020-12-27,-18.0,-1.0,-1.0,-23.0,-6,8
2020-12-28,-12.0,6.0,4.0,-26.0,-29,12
2020-12-29,-15.0,3.0,1.0,-26.0,-31,12
2020-12-30,-12.0,9.0,4.0,-22.0,-31,11
2020-12-31,-7.0,23.0,19.0,-21.0,-46,12
2021-01-01,-25.0,-8.0,18.0,-42.0,-66,19
2021-01-02,-20.0,3.0,0.0,-27.0,-32,11
2021-01-03,-21.0,-2.0,-6.0,-22.0,-9,9
2021-01-04,-15.0,5.0,-5.0,-26.0,-24,11
2021-01-05,-18.0,3.0,-10.0,-27.0,-25,12
2021-01-06,-15.0,4.0,-8.0,-29.0,-24,12
2021-01-07,-16.0,4.0,-10.0,-30.0,-24,12
2021-01-08,-18.0,0.0,-16.0,-33.0,-23,12
2021-01-09,-22.0,-4.0,-22.0,-33.0,-16,10
2021-01-10,-20.0,-1.0,-16.0,-30.0,-8,9
2021-01-11,-18.0,-2.0,-14.0,-35.0,-25,11
2021-01-12,-22.0,-6.0,-18.0,-36.0,-28,12
2021-01-13,-23.0,-8.0,-19.0,-38.0,-29,10
2021-01-14,-25.0,-12.0,-24.0,-41.0,-33,10
2021-01-15,-30.0,-18.0,-30.0,-45.0,-34,10
2021-01-16,-32.0,-19.0,-36.0,-44.0,-28,9
2021-01-17,-32.0,-19.0,-30.0,-44.0,-21,9
2021-01-18,-30.0,-19.0,-30.0,-44.0,-35,12
2021-01-19,-29.0,-16.0,-27.0,-43.0,-35,11
2021-01-20,-28.0,-15.0,-25.0,-43.0,-34,11
2021-01-21,-27.0,-15.0,-26.0,-43.0,-33,12
2021-01-22,-29.0,-17.0,-30.0,-44.0,-32,12
2021-01-23,-27.0,-13.0,-30.0,-41.0,-23,9
2021-01-24,-32.0,-20.0,-32.0,-46.0,-18,11
2021-01-25,-25.0,-12.0,-24.0,-41.0,-31,11
2021-01-26,-27.0,-14.0,-26.0,-40.0,-32,11
2021-01-27,-26.0,-12.0,-26.0,-40.0,-31,12
2021-01-28,-24.0,-9.0,-25.0,-39.0,-31,11
2021-01-29,-27.0,-12.0,-30.0,-40.0,-29,11
2021-01-30,-27.0,-8.0,-34.0,-37.0,-21,7
2021-01-31,-24.0,-5.0,-28.0,-36.0,-13,6
2021-02-01,-23.0,-5.0,-27.0,-38.0,-30,8
2021-02-02,-22.0,-3.0,-25.0,-36.0,-31,7
2021-02-03,-25.0,-9.0,-28.0,-38.0,-32,8
2021-02-04,-24.0,-8.0,-28.0,-38.0,-32,8
2021-02-05,-21.0,-4.0,-27.0,-37.0,-30,8
2021-02-06,-26.0,-10.0,-34.0,-36.0,-26,7
2021-02-07,-30.0,-16.0,-34.0,-41.0,-20,7
2021-02-08,-23.0,-8.0,-27.0,-37.0,-32,8
2021-02-09,-21.0,-4.0,-24.0,-34.0,-32,7
2021-02-10,-20.0,-3.0,-23.0,-34.0,-31,7
2021-02-11,-16.0,1.0,-18.0,-28.0,-31,6
2021-02-12,-22.0,-8.0,-14.0,-41.0,-61,14
2021-02-13,-24.0,-7.0,-24.0,-39.0,-29,6
2021-02-14,-26.0,-9.0,-25.0,-35.0,-18,6
2021-02-15,-21.0,-5.0,-23.0,-35.0,-30,7
2021-02-16,-23.0,-6.0,-23.0,-36.0,-31,7
