tanggal,meninggal,sembuh,positif,positif_aktif,meninggal harian,sembuh harian,self-isolation harian,dirawat harian,positif harian,positif aktif harian,rasio_kematian,rasio_sembuh,rasio_sembuh_meninggal
2020-05-03,410,622,4417,3385,10,60,19,-27,62,-8,0.09282318315598823,0.14081956078786506,1.5170731707317073
2020-05-04,412,650,4472,3410,2,28,7,18,55,25,0.09212880143112702,0.14534883720930233,1.5776699029126213
2020-05-05,414,711,4641,3516,2,61,40,66,169,106,0.0892049127343245,0.15319974143503556,1.7173913043478262
2020-05-06,420,713,4709,3576,6,2,11,49,68,60,0.08919091102144829,0.15141218942450627,1.6976190476190476
2020-05-07,430,718,4775,3627,10,5,50,1,66,51,0.09005235602094241,0.15036649214659686,1.669767441860465
2020-05-08,431,763,4901,3707,1,45,-5,85,126,80,0.08794123648235054,0.15568251377269945,1.7703016241299303
2020-05-09,437,767,4958,3754,6,4,16,31,57,47,0.0881403791851553,0.15469947559499797,1.7551487414187643
2020-05-10,444,803,5140,3893,7,36,91,48,182,139,0.08638132295719844,0.15622568093385214,1.8085585585585586
2020-05-11,453,836,5195,3906,9,33,115,-102,55,13,0.08719923002887392,0.16092396535129933,1.8454746136865343
2020-05-12,457,1262,5303,3584,4,426,93,-415,108,-322,0.08617763530077314,0.23797850273430135,2.761487964989059
2020-05-13,461,1277,5437,3699,4,15,125,-10,134,115,0.08478940592238367,0.23487217215376127,2.770065075921909
2020-05-14,466,1279,5617,3872,5,2,129,44,180,173,0.08296243546377069,0.22770162008189426,2.744635193133047
2020-05-15,474,1286,5679,3919,8,7,24,23,62,47,0.08346539883782356,0.22644831836590948,2.7130801687763713
2020-05-16,475,1292,5795,4028,1,6,101,8,116,109,0.08196721311475409,0.22295081967213115,2.72
2020-05-17,478,1295,5922,4149,3,3,97,24,127,121,0.08071597433299561,0.2186761229314421,2.709205020920502
2020-05-18,483,1301,5996,4212,5,6,49,14,74,63,0.08055370246831221,0.21697798532354903,2.6935817805383024
2020-05-19,487,1417,6053,4149,4,116,-53,-10,57,-63,0.08045597224516769,0.234098793986453,2.909650924024641
2020-05-20,493,1425,6150,4232,6,8,50,33,97,83,0.08016260162601627,0.23170731707317074,2.890466531440162
2020-05-21,498,1536,6220,4186,5,111,-32,-14,70,-46,0.08006430868167203,0.24694533762057877,3.0843373493975905
2020-05-22,501,1558,6316,4257,3,22,51,20,96,71,0.07932235592146929,0.246675110829639,3.1097804391217565
2020-05-23,504,1587,6443,4352,3,29,64,31,127,95,0.07822442961353407,0.24631382896166382,3.1488095238095237
2020-05-24,505,1594,6561,4462,1,7,85,25,118,110,0.07696997408931565,0.2429507696997409,3.1564356435643566
2020-05-25,506,1648,6628,4474,1,54,-1,13,67,12,0.07634278817139409,0.24864212432106217,3.2569169960474307
2020-05-26,508,1678,6689,4503,2,30,29,0,61,29,0.07594558229929735,0.2508596202720885,3.3031496062992125
2020-05-27,510,1698,6826,4618,2,20,125,-10,137,115,0.07471432757105186,0.24875476120714912,3.3294117647058825
2020-05-28,514,1719,6929,4696,4,21,57,21,103,78,0.0741809784961755,0.24808774714966084,3.3443579766536966
2020-05-29,517,1807,7053,4729,3,88,81,-48,124,33,0.07330214093293634,0.2562030341698568,3.495164410058027
2020-05-30,519,2003,7151,4629,2,196,59,-159,98,-100,0.07257726192140959,0.2801006852188505,3.859344894026975
2020-05-31,520,2102,7272,4650,1,99,46,-25,121,21,0.07150715071507151,0.28905390539053905,4.042307692307692
2020-06-01,521,2246,7383,4616,1,144,-5,-29,111,-34,0.0705675199783286,0.3042123797914127,4.310940499040307
2020-06-02,525,2405,7459,4529,4,159,-36,-51,76,-87,0.07038477007641775,0.3224292800643518,4.580952380952381
2020-06-03,529,2534,7539,4476,4,129,-9,-44,80,-53,0.07016845735508688,0.3361188486536676,4.790170132325142
2020-06-04,530,2607,7600,4463,1,73,16,-29,61,-13,0.06973684210526315,0.3430263157894737,4.918867924528302
2020-06-05,532,2751,7684,4401,2,144,-25,-37,84,-62,0.06923477355543987,0.35801665799062987,5.171052631578948
2020-06-06,535,2840,7786,4411,3,89,8,2,102,10,0.06871307474955048,0.36475725661443614,5.308411214953271
2020-06-07,537,3170,7946,4239,2,330,18,-190,160,-172,0.06758117291719104,0.39894286433425624,5.9031657355679705
2020-06-08,538,3205,8037,4294,1,35,52,3,91,55,0.06694040064700758,0.39878063954211773,5.9572490706319705
2020-06-09,547,3369,8276,4360,9,164,72,-6,239,66,0.06609473175447075,0.4070807153214113,6.159049360146252
2020-06-10,551,3517,8423,4355,4,148,10,-15,147,-5,0.06541612252166687,0.41754719221180103,6.382940108892922
2020-06-11,555,3664,8552,4333,4,147,-41,19,129,-22,0.06489710009354537,0.4284377923292797,6.601801801801802
2020-06-12,561,3780,8628,4287,6,116,-24,-22,76,-46,0.06502086230876217,0.4381084840055633,6.737967914438503
2020-06-13,564,3840,8748,4344,3,60,62,-5,120,57,0.0644718792866941,0.438957475994513,6.808510638297872
2020-06-14,571,4091,8863,4201,7,251,-92,-51,115,-143,0.06442513821505133,0.46158185715897554,7.1646234676007
2020-06-15,580,4198,8968,4190,9,107,-33,22,105,-11,0.06467439785905442,0.4681088314005352,7.2379310344827585
2020-06-16,583,4329,9092,4180,3,131,-36,26,124,-10,0.0641223053233612,0.4761328640563132,7.425385934819897
2020-06-17,588,4444,9209,4177,5,115,11,-14,117,-3,0.06385058095341514,0.482571397545879,7.557823129251701
2020-06-18,594,4592,9385,4199,6,148,47,-25,176,22,0.06329248801278636,0.48929142248268515,7.730639730639731
2020-06-19,599,4682,9525,4244,5,90,40,5,140,45,0.06288713910761155,0.4915485564304462,7.816360601001669
2020-06-20,603,4821,9703,4279,4,139,77,-42,178,35,0.06214572812532206,0.49685664227558485,7.9950248756218905
2020-06-21,615,5054,9830,4161,12,233,-65,-53,127,-118,0.06256358087487283,0.5141403865717192,8.21788617886179
2020-06-22,618,5128,9957,4211,3,74,27,23,127,50,0.06206688761675203,0.5150145626192628,8.297734627831716
2020-06-23,619,5228,10123,4276,1,100,56,9,166,65,0.06114788106292601,0.5164476933715302,8.445880452342488
2020-06-24,628,5322,10277,4327,9,94,21,30,154,51,0.06110732704096526,0.5178554052739126,8.47452229299363
2020-06-25,631,5435,10472,4406,3,113,90,-11,195,79,0.0602559205500382,0.5190030557677616,8.613312202852615
2020-06-26,632,5542,10640,4466,1,107,68,-8,168,60,0.059398496240601506,0.5208646616541354,8.768987341772151
2020-06-27,632,5610,10853,4611,0,68,120,25,213,145,0.058232746705979915,0.5169077674375748,8.876582278481013
2020-06-28,635,5865,10985,4485,3,255,-93,-33,132,-126,0.05780609922621757,0.5339098771051434,9.236220472440944
2020-06-29,636,6118,11080,4326,1,253,136,-295,95,-159,0.05740072202166065,0.5521660649819494,9.619496855345911
2020-06-30,641,6512,11276,4123,5,394,-127,-76,196,-203,0.056846399432422846,0.5775097552323519,10.159126365054602
2020-07-01,644,6680,11482,4158,3,168,97,-62,206,35,0.05608778958369622,0.5817801776693956,10.372670807453416
2020-07-02,646,6871,11677,4160,2,191,87,-85,195,2,0.055322428706003256,0.5884216836516228,10.636222910216718
2020-07-03,648,7109,11824,4067,2,238,-25,-68,147,-93,0.05480378890392422,0.6012347767253045,10.970679012345679
2020-07-04,650,7377,12039,4012,2,268,35,-90,215,-55,0.053991195282000165,0.6127585347620235,11.349230769230768
2020-07-05,658,7663,12295,3974,8,286,24,-62,256,-38,0.05351769011793412,0.6232614884099227,11.645896656534955
2020-07-06,658,8033,12526,3835,0,370,-50,-89,231,-139,0.05253073606897653,0.641306083346639,12.208206686930092
2020-07-07,664,8277,12725,3784,6,244,39,-90,199,-51,0.05218074656188605,0.6504518664047151,12.465361445783133
2020-07-08,667,8429,13069,3973,3,152,177,12,344,189,0.05103680465223047,0.6449613589410055,12.637181409295353
2020-07-09,677,8647,13359,4035,10,218,28,34,290,62,0.050677445916610525,0.6472789879481997,12.772525849335302
2020-07-10,684,8825,13598,4089,7,178,29,25,239,54,0.05030151492866598,0.6489924988968966,12.902046783625732
2020-07-11,690,9040,13957,4227,6,215,119,19,359,138,0.049437558214516016,0.6477036612452532,13.101449275362318
2020-07-12,702,9200,14361,4459,12,160,173,59,404,232,0.04888238980572383,0.6406239119838452,13.105413105413106
2020-07-13,710,9408,14639,4521,8,208,19,43,278,62,0.04850058064075415,0.6426668488284719,13.250704225352113
2020-07-14,714,9528,14914,4672,4,120,129,22,275,151,0.04787448035402977,0.6388628134638594,13.344537815126051
2020-07-15,720,9721,15173,4732,6,193,-12,72,259,60,0.04745271205430699,0.6406775192776643,13.501388888888888
2020-07-16,722,9857,15466,4887,2,136,69,86,293,155,0.04668304668304668,0.6373335057545584,13.652354570637119
2020-07-17,731,9994,15707,4982,9,137,46,49,241,95,0.046539759342968105,0.6362768192525625,13.671682626538988
2020-07-18,740,10117,16038,5181,9,123,133,66,331,199,0.04614041651078688,0.6308143159995012,13.671621621621622
2020-07-19,748,10444,16351,5159,8,327,-53,31,313,-22,0.04574643752675677,0.6387376918842884,13.962566844919786
2020-07-20,749,10602,16712,5361,1,158,99,103,361,202,0.04481809478219244,0.6343944471038775,14.154873164218959
2020-07-21,758,10864,17153,5531,9,262,123,47,441,170,0.044190520608639886,0.6333585961639363,14.33245382585752
2020-07-22,766,11187,17529,5576,8,323,-75,120,376,45,0.04369901306406526,0.6381995550231045,14.60443864229765
2020-07-23,767,11302,17945,5876,1,115,292,8,416,300,0.042741710782947896,0.6298133184731123,14.735332464146023
2020-07-24,768,11585,18230,5877,1,283,-98,99,285,1,0.04212835984640702,0.6354909489851892,15.084635416666666
2020-07-25,769,11715,18623,6139,1,130,152,110,393,262,0.041293024754336036,0.629060838747785,15.23407022106632
2020-07-26,779,11889,19001,6333,10,174,113,81,378,194,0.040997842218830585,0.6257039103205094,15.261874197689345
2020-07-27,782,11996,19473,6695,3,107,151,211,472,362,0.040158167719406355,0.6160324551943717,15.340153452685422
2020-07-28,795,12373,19885,6717,13,377,-124,146,412,22,0.03997988433492582,0.622227809906965,15.563522012578616
2020-07-29,820,12613,20470,7037,25,240,224,96,585,320,0.040058622374206154,0.6161700048851978,15.38170731707317
2020-07-30,821,12801,20769,7147,1,188,5,105,299,110,0.03953006885261688,0.6163512927921422,15.59196102314251
2020-07-31,836,13208,21201,7157,15,407,-124,134,432,10,0.03943210225932739,0.6229894816282251,15.799043062200957
2020-08-01,852,13887,21575,6836,16,679,-291,-30,374,-321,0.039490150637311705,0.6436616454229432,16.299295774647888
2020-08-02,852,14027,21954,7075,0,140,233,6,379,239,0.03880841760043728,0.6389268470438189,16.46361502347418
2020-08-03,867,14165,22443,7411,15,138,168,168,489,336,0.03863119903756183,0.6311544802388273,16.337946943483274
2020-08-04,880,14381,22909,7648,13,216,132,105,466,237,0.038412850844646206,0.627744554541883,16.342045454545456
2020-08-05,895,14760,23266,7611,15,379,-88,51,357,-37,0.03846815094988395,0.6344021318662426,16.491620111731844
2020-08-06,908,15006,23863,7949,13,246,269,69,597,338,0.03805053849055023,0.6288396261995558,16.526431718061673
2020-08-07,922,15201,24521,8398,14,195,406,43,658,449,0.03760042412625912,0.6199176216304392,16.48698481561822
2020-08-08,934,15710,25242,8598,12,509,307,-107,721,200,0.03700182235955946,0.6223754060692497,16.820128479657388
2020-08-09,939,16268,25714,8507,5,558,-19,-72,472,-91,0.03651707241191569,0.6326514739052657,17.324813631522897
2020-08-10,940,16446,26193,8807,1,178,161,139,479,300,0.035887450845645784,0.6278776772420113,17.495744680851065
2020-08-11,953,16927,26664,8784,13,481,-16,-7,471,-23,0.03574107410741074,0.6348259825982598,17.76180482686254
2020-08-12,968,17349,27242,8925,15,422,-28,169,578,141,0.03553336759415608,0.6368475148667498,17.922520661157026
2020-08-13,981,17838,27863,9044,13,489,122,-3,621,119,0.03520798191149553,0.6402038545741665,18.18348623853211
2020-08-14,985,18528,28438,8925,4,690,1,-120,575,-119,0.03463675363949645,0.6515226105914621,18.81015228426396
2020-08-15,991,18974,29036,9071,6,446,126,20,598,146,0.03413004546080727,0.6534646645543464,19.146316851664984
2020-08-16,995,19708,29554,8851,4,734,-173,-47,518,-220,0.03366718549096569,0.6668471272924139,19.807035175879395
2020-08-17,1011,19916,30092,9165,16,208,230,84,538,314,0.033596969294164565,0.661837033098498,19.699307616221564
2020-08-18,1028,20505,30597,9064,17,589,88,-189,505,-101,0.03359806516978789,0.6701637415432885,19.94649805447471
2020-08-19,1046,21069,31162,9047,18,564,-114,97,565,-17,0.033566523329696424,0.6761119311982543,20.14244741873805
2020-08-20,1061,21795,31757,8901,15,726,-131,-15,595,-146,0.0334099568599049,0.686305381490695,20.541941564561736
2020-08-21,1076,22228,32398,9094,15,433,161,32,641,193,0.03321192666213964,0.6860917340576579,20.65799256505576
2020-08-22,1091,22877,32999,9031,15,649,-249,186,601,-63,0.033061607927512955,0.6932634322252189,20.96883593033914
2020-08-23,1107,23567,33636,8962,16,690,-229,160,637,-69,0.03291116660720656,0.700648115114758,21.28906955736224
2020-08-24,1112,25463,34295,7720,5,1896,-950,-292,659,-1242,0.03242455168391894,0.7424697477766439,22.89838129496403
2020-08-25,1129,25986,34931,7816,17,523,40,56,636,96,0.03232086112622026,0.7439237353640034,23.016829052258636
2020-08-26,1144,26750,35642,7748,15,764,-152,84,711,-68,0.03209696425565344,0.75051905055833,23.382867132867133
2020-08-27,1147,28288,36462,7027,3,1538,-479,-242,820,-721,0.03145740771213867,0.775821403104602,24.662598081952922
2020-08-28,1154,29169,37278,6955,7,881,-371,299,816,-72,0.030956596383926175,0.7824722356349589,25.276429809358753
2020-08-29,1172,29768,38166,7226,18,599,286,-15,888,271,0.03070795996436619,0.7799612220300791,25.399317406143346
2020-08-30,1186,30134,39280,7960,14,366,531,203,1114,734,0.03019348268839104,0.7671588594704685,25.408094435075885
2020-08-31,1202,30538,40309,8569,16,404,336,273,1029,609,0.02981964325584857,0.7575975588578233,25.405990016638935
2020-09-01,1219,31267,41250,8764,17,729,142,53,941,195,0.02955151515151515,0.7579878787878788,25.649712879409353
2020-09-02,1237,31741,42303,9325,18,474,334,227,1053,561,0.0292414249580408,0.7503250360494528,25.659660468876314
2020-09-03,1253,32424,43709,10032,16,683,566,141,1406,707,0.028666864947722435,0.7418151868036331,25.877094972067038
2020-09-04,1260,33260,44604,10084,7,836,-66,118,895,52,0.02824858757062147,0.745673033808627,26.396825396825395
2020-09-05,1277,33991,45446,10178,17,731,244,-150,842,94,0.028099282665141046,0.7479426132112837,26.61785434612373
2020-09-06,1289,34738,46691,10664,12,747,81,405,1245,486,0.027607033475402113,0.7439977725900067,26.949573312645462
2020-09-07,1318,35431,47796,11047,29,693,124,259,1105,383,0.027575529332998578,0.7412963427901916,26.882397572078908
2020-09-08,1330,36451,48811,11030,12,1020,-108,91,1015,-17,0.027247956403269755,0.7467783901169819,27.406766917293233
2020-09-09,1347,37245,49837,11245,17,794,93,122,1026,215,0.027028111643959307,0.747336316391436,27.65033407572383
2020-09-10,1365,38226,51287,11696,18,981,277,174,1450,451,0.026614931659094898,0.7453350751652466,28.004395604395604
2020-09-11,1382,39115,52321,11824,17,889,175,-47,1034,128,0.02641386823646337,0.7475965673438963,28.30318379160637
2020-09-12,1404,40183,53761,12174,22,1068,347,3,1440,350,0.0261155856475884,0.7474377336731087,28.62037037037037
2020-09-13,1410,41014,54864,12440,6,831,301,-35,1103,266,0.025699912510936132,0.7475575969670458,29.087943262411347
2020-09-14,1440,42325,55926,12161,30,1311,-261,-18,1062,-279,0.025748310267138717,0.756803633372671,29.39236111111111
2020-09-15,1468,43306,56953,12179,28,981,181,-163,1027,18,0.025775639562446228,0.7603813670921638,29.5
2020-09-16,1498,44251,58458,12709,30,945,196,334,1505,530,0.025625235211604914,0.7569708166546922,29.540053404539385
2020-09-17,1513,45207,59472,12752,15,956,106,-63,1014,43,0.025440543449018024,0.760139225181598,29.879048248512888
2020-09-18,1535,46235,60875,13105,22,1028,437,-84,1403,353,0.025215605749486652,0.7595071868583162,30.120521172638437
2020-09-19,1546,47260,61807,13001,11,1025,246,-350,932,-104,0.02501334800265342,0.7646383095765852,30.56921086675291
2020-09-20,1561,49209,62886,12116,15,1949,-399,-486,1079,-885,0.024822695035460994,0.7825112107623319,31.524023062139655
2020-09-21,1592,49630,64196,12974,31,421,928,-70,1310,858,0.024799052900492242,0.7731011277961244,31.17462311557789
2020-09-22,1624,50473,65318,13221,32,843,155,92,1122,247,0.024862978045867908,0.7727272727272727,31.079433497536947
2020-09-23,1650,51578,66505,13277,26,1105,231,-175,1187,56,0.02481016464927449,0.7755507104728968,31.259393939393938
2020-09-24,1664,52742,67638,13232,14,1164,103,-148,1133,-45,0.024601555338714925,0.7797687690351578,31.69591346153846
2020-09-25,1677,54352,68927,12898,13,1610,313,-647,1289,-334,0.024330088354345903,0.7885444020485441,32.41025641025641
2020-09-26,1679,55350,70184,13155,2,998,567,-310,1257,257,0.023922831414567424,0.7886412857631369,32.96605122096486
2020-09-27,1692,56413,71370,13265,13,1063,321,-211,1186,110,0.023707440100882726,0.7904301527252346,33.34101654846336
2020-09-28,1704,57741,72177,12732,12,1328,-441,-92,807,-533,0.023608628787563906,0.7999916871025395,33.88556338028169
2020-09-29,1718,58865,73309,12726,14,1124,185,-191,1132,-6,0.023435048902590405,0.8029709858271153,34.26367869615832
2020-09-30,1731,60320,74368,12317,13,1455,-306,-103,1059,-409,0.023276140275387262,0.8111015490533563,34.84690930098209
2020-10-01,1737,61444,75521,12340,6,1124,192,-169,1153,23,0.023000225102951497,0.8136015148104501,35.37363270005757
2020-10-02,1740,62279,76619,12600,3,835,-49,309,1098,260,0.02270977172763936,0.8128401571411791,35.79252873563218
2020-10-03,1743,63286,77784,12755,3,1007,156,-1,1165,155,0.022408207343412527,0.8136120538928314,36.308663224325876
2020-10-04,1761,64319,79214,13134,18,1033,439,-60,1430,379,0.022230918776983865,0.8119650566818997,36.524134014764336
2020-10-05,1772,65295,80036,12969,11,976,-179,14,822,-165,0.022140036983357488,0.8158203808286271,36.848194130925506
2020-10-06,1806,66315,81043,12922,34,1020,-125,78,1007,-47,0.022284466270991943,0.8182693138210579,36.71926910299003
2020-10-07,1819,67310,82383,13254,13,995,20,312,1340,332,0.022079798016581092,0.8170374955998203,37.00384826827928
2020-10-08,1838,68352,83392,13202,19,1042,-90,38,1009,-52,0.02204048349961627,0.819646968534152,37.18824809575626
2020-10-09,1860,69203,84364,13301,22,851,29,70,972,99,0.022047318761557064,0.8202906452989427,37.20591397849462
2020-10-10,1877,70487,85617,13253,17,1284,-48,0,1253,-48,0.021923216183701834,0.8232827592650992,37.55301012253596
2020-10-11,1901,71549,87006,13556,24,1062,165,138,1389,303,0.021849067880376067,0.822345585361929,37.637559179379274
2020-10-12,1922,72633,88174,13619,21,1084,-49,112,1168,63,0.021797808877900515,0.8237462290471114,37.79032258064516
2020-10-13,1944,73733,89228,13551,22,1100,94,-162,1054,-68,0.02178688304119783,0.8263437485990944,37.928497942386834
2020-10-14,1961,74924,90266,13381,17,1191,-86,-84,1038,-170,0.0217246803890723,0.8300356723461768,38.207037225905154
2020-10-15,1984,75974,91337,13379,23,1050,-186,184,1071,-2,0.021721755695939215,0.8317987234089143,38.29334677419355
2020-10-16,2008,76956,92382,13418,24,982,-138,177,1045,39,0.021735835985365114,0.8330194193674092,38.32470119521912
2020-10-17,2032,78062,93356,13262,24,1106,93,-249,974,-156,0.021766142508247998,0.836175500235657,38.41633858267716
2020-10-18,2051,79136,94327,13140,19,1074,191,-313,971,-122,0.02174350928154187,0.838953852025401,38.584105314480745
2020-10-19,2064,80261,95253,12928,13,1125,-457,245,926,-212,0.021668608862712987,0.8426086317491313,38.88614341085271
2020-10-20,2086,81107,96217,13024,22,846,-33,129,964,96,0.021680160470602908,0.8429591444339358,38.88159156279961
2020-10-21,2105,82178,97217,12934,19,1071,-19,-71,1000,-90,0.021652591624921568,0.8453048335167718,39.03942992874109
2020-10-22,2120,83338,98206,12748,15,1160,-293,107,989,-186,0.02158727572653402,0.8486039549518359,39.31037735849057
2020-10-23,2138,84430,99158,12590,18,1092,-376,218,952,-158,0.021561548236148368,0.8514693721131931,39.49017773620206
2020-10-24,2153,85586,100220,12481,15,1156,-47,-62,1062,-109,0.021482737976451807,0.8539812412692077,39.7519739897817
2020-10-25,2164,86815,100991,12012,11,1229,-406,-63,771,-469,0.021427651968987337,0.8596310562327336,40.117837338262476
2020-10-26,2185,87977,101897,11735,21,1162,-191,-86,906,-277,0.0214432220771956,0.8633914639292619,40.264073226544625
2020-10-27,2195,89060,102678,11423,10,1083,-217,-95,781,-312,0.02137751027483979,0.8673717836342741,40.57403189066059
2020-10-28,2211,90157,103522,11154,16,1097,-305,36,844,-269,0.021357779022816405,0.8708970073993934,40.77657168701945
2020-10-29,2225,91235,104235,10775,14,1078,-487,108,713,-379,0.021345997025950976,0.8752818151292752,41.00449438202247
2020-10-30,2239,92312,104847,10296,14,1077,-494,15,612,-479,0.021354926702719202,0.8804448386696806,41.22912014292095
2020-10-31,2255,94434,105597,8908,16,2122,-933,-455,750,-1388,0.021354773336363722,0.8942867695104975,41.87760532150776
2020-11-01,2273,94819,106205,9113,18,385,411,-206,608,205,0.021402005555294007,0.8927922414198954,41.7153541575011
2020-11-02,2291,95876,107229,9062,18,1057,377,-428,1024,-51,0.021365488813660485,0.8941237911385912,41.84897424705369
2020-11-03,2300,96902,107846,8644,9,1026,-468,50,617,-418,0.021326706600152068,0.8985219665077981,42.13130434782609
2020-11-04,2315,97833,108620,8472,15,931,-179,7,774,-172,0.021312833732277665,0.9006904805744799,42.26047516198704
2020-11-05,2331,98806,109411,8274,16,973,-405,207,791,-198,0.02130498761550484,0.9030719031907212,42.387816387816386
2020-11-06,2348,99830,110083,7905,17,1024,-210,-159,672,-369,0.021329360573385536,0.9068611865592325,42.517035775127766
2020-11-07,2359,100816,111201,8026,11,986,109,12,1118,121,0.02121383800505391,0.9066105520633807,42.736752861381945
2020-11-08,2366,101791,112027,7870,7,975,179,-335,826,-156,0.021119908593464076,0.9086291697537201,43.02240067624683
2020-11-09,2377,102844,112743,7522,11,1053,-288,-60,716,-348,0.021083348855361308,0.9121985400423973,43.26630206142196
2020-11-10,2391,104144,113756,7221,14,1300,-326,25,1013,-301,0.02101867154259995,0.9155033580646296,43.556670849017145
2020-11-11,2403,105117,114343,6823,12,973,-563,165,587,-398,0.02101571587241895,0.9193129443866263,43.74406991260924
2020-11-12,2414,106189,115174,6571,11,1072,-283,31,831,-252,0.020959591574487298,0.9219876013683644,43.988815244407625
2020-11-13,2428,107147,116207,6632,14,958,150,-89,1033,61,0.020893749946216664,0.9220356777130465,44.12973640856672
2020-11-14,2441,108209,117462,6812,13,1062,-318,498,1255,180,0.020781188809998127,0.9212255878496876,44.32978287587054
2020-11-15,2448,109181,118627,6998,7,972,242,-56,1165,186,0.02063611150918425,0.9203722592664402,44.600081699346404
2020-11-16,2455,110221,119633,6957,7,1040,-532,491,1006,-41,0.020521093678165722,0.9213260555197981,44.89653767820774
2020-11-17,2459,111096,120671,7116,4,875,-65,224,1038,159,0.020377721242054843,0.920652020783784,45.17934119560797
2020-11-18,2470,111948,121818,7400,11,852,264,20,1147,284,0.020276149665895023,0.9189774910111806,45.323076923076925
2020-11-19,2484,112833,123003,7686,14,885,14,272,1185,286,0.020194629399282946,0.9173190897782981,45.42391304347826
2020-11-20,2501,113739,124243,8003,17,906,-17,334,1240,317,0.020129906715066443,0.9154560015453587,45.477409036385446
2020-11-21,2515,114863,125822,8444,14,1124,707,-266,1579,441,0.019988555260606253,0.9129007645721734,45.67117296222664
2020-11-22,2531,115939,127164,8694,16,1076,206,44,1342,250,0.019903431788871065,0.9117281620584442,45.807585934413275
2020-11-23,2548,117003,128173,8622,17,1064,63,-135,1009,-72,0.019879381773072333,0.9128521607514843,45.919544740973315
2020-11-24,2567,118062,129188,8559,19,1059,-74,11,1015,-63,0.01987026658822801,0.9138774499179491,45.99220880405142
2020-11-25,2584,119099,130461,8778,17,1037,482,-263,1273,219,0.01980668552287657,0.9129088386567633,46.09094427244582
2020-11-26,2597,120287,131525,8641,13,1188,-124,-13,1064,-137,0.019745295571184186,0.9145561680288918,46.31767423950712
2020-11-27,2614,121082,132961,9265,17,795,777,-153,1436,624,0.019659900271508185,0.910658012499906,46.32058148431523
2020-11-28,2632,122328,134331,9371,18,1246,268,-162,1370,106,0.01959339244105977,0.9106460906268843,46.47720364741642
2020-11-29,2652,123163,135762,9947,20,835,687,-111,1431,576,0.019534184823441023,0.9071978904258924,46.441553544494724
2020-11-30,2671,124078,136861,10112,19,915,215,-50,1099,165,0.019516151423707266,0.9065986657996069,46.45376263571696
2020-12-01,2689,125102,137919,10128,18,1024,114,-98,1058,16,0.019496951108984258,0.9070686417389917,46.523614726664185
2020-12-02,2710,126163,139085,10212,21,1061,265,-181,1166,84,0.01948448790308085,0.9070927849875975,46.55461254612546
2020-12-03,2734,127136,140238,10368,24,973,-47,203,1153,156,0.019495429198933243,0.9065731114248634,46.50182882223848
2020-12-04,2757,128051,141270,10462,23,915,-82,176,1032,94,0.01951582076874071,0.9064274085085298,46.44577439245557
2020-12-05,2779,129067,142630,10784,22,1016,550,-228,1360,322,0.019483979527448642,0.9049078034074178,46.443684778697374
2020-12-06,2799,130136,143961,11026,20,1069,196,46,1331,242,0.019442765749057036,0.9039670466306847,46.493747767059666
2020-12-07,2823,131071,145427,11533,24,935,654,-147,1466,507,0.019411801109835175,0.9012838056206894,46.42968473255402
2020-12-08,2842,132248,146601,11511,19,1177,177,-199,1174,-22,0.019385952346846202,0.9020948015361423,46.53342716396904
2020-12-09,2860,133318,147838,11660,18,1070,53,96,1237,149,0.019345499803839337,0.9017843856112772,46.61468531468532
2020-12-10,2880,134366,149018,11772,20,1048,-312,424,1180,112,0.01932652431249916,0.9016763075601605,46.65486111111111
2020-12-11,2902,135545,150250,11803,22,1179,-313,344,1232,31,0.019314475873544092,0.9021297836938436,46.70744314266023
2020-12-12,2922,136489,151201,11790,20,944,-256,243,951,-13,0.01932526901277108,0.9026990562231731,46.71081451060917
2020-12-13,2941,137605,152499,11953,19,1116,-143,306,1298,163,0.019285372363097464,0.9023337857953166,46.788507310438625
2020-12-14,2963,138988,154065,12114,22,1383,315,-154,1566,161,0.0192321422776101,0.9021387076883134,46.90786365170435
2020-12-15,2990,140225,155122,11907,27,1237,-351,144,1057,-207,0.01927515117133611,0.9039659107025438,46.89799331103679
2020-12-16,3010,141365,156343,11968,20,1140,-380,441,1221,61,0.019252540887663663,0.9041978214566689,46.96511627906977
2020-12-17,3027,142741,158033,12265,17,1376,-412,709,1690,297,0.019154227281643708,0.9032354002012238,47.15592996366039
2020-12-18,3048,143959,159620,12613,21,1218,-178,526,1587,348,0.019095351459716827,0.9018857286054379,47.23064304461942
2020-12-19,3068,145066,161519,13385,20,1107,439,333,1899,772,0.018994669357784533,0.8981358230301079,47.28357235984355
2020-12-20,3087,146958,163111,13066,19,1892,-55,-264,1592,-319,0.01892576221100968,0.9009692785894269,47.605442176870746
2020-12-21,3097,148308,164577,13172,10,1350,309,-203,1466,106,0.018817939323234716,0.9011465757669662,47.88763319341298
2020-12-22,3115,149691,165888,13082,18,1383,254,-344,1311,-90,0.018777729552469136,0.9023618344907407,48.05489566613162
2020-12-23,3130,151122,167842,13590,15,1431,23,485,1954,508,0.01864849084257814,0.9003825025917231,48.281789137380194
2020-12-24,3146,152491,169775,14138,16,1369,190,358,1933,548,0.01853040789279929,0.8981946694154027,48.471392244119514
2020-12-25,3167,154242,171871,14462,21,1751,-113,437,2096,324,0.018426610655666167,0.8974288856177016,48.70287338174929
2020-12-26,3182,156798,173929,13949,15,2556,719,-1232,2058,-513,0.018294821450131952,0.901505786844057,49.27655562539284
